@relation pendigits-weka.filters.unsupervised.instance.ClassRemover-Clast-N2-H

@attribute input1 numeric
@attribute input2 numeric
@attribute input3 numeric
@attribute input4 numeric
@attribute input5 numeric
@attribute input6 numeric
@attribute input7 numeric
@attribute input8 numeric
@attribute input9 numeric
@attribute input10 numeric
@attribute input11 numeric
@attribute input12 numeric
@attribute input13 numeric
@attribute input14 numeric
@attribute input15 numeric
@attribute input16 numeric
@attribute class {2,4}

@data
0,100,7,91,4,70,7,47,30,31,74,41,80,20,100,0,4
74,100,40,85,0,62,36,40,88,49,100,57,70,30,51,0,4
0,69,26,100,54,67,45,23,5,0,6,0,53,0,100,1,2
68,100,43,58,0,20,61,16,100,43,95,86,93,44,94,0,4
12,100,6,77,0,50,37,37,94,44,87,53,92,26,100,0,4
13,100,0,71,37,50,100,56,90,76,80,61,81,30,88,0,4
23,100,3,93,0,61,59,43,100,57,76,61,41,32,20,0,4
20,67,45,100,17,73,0,38,62,24,100,42,78,32,50,0,4
0,86,39,100,51,66,35,32,8,1,1,0,51,15,100,0,2
45,76,49,95,100,100,87,61,48,31,0,13,29,10,82,0,2
12,89,27,100,16,72,0,44,36,24,97,41,100,28,95,0,4
22,100,12,71,0,41,30,26,100,27,99,42,74,30,73,0,4
16,96,0,59,34,22,100,30,74,77,49,100,46,50,40,0,4
29,100,23,80,0,51,28,41,100,43,77,62,71,31,66,0,4
36,72,47,100,78,76,55,38,17,8,0,5,50,13,100,0,2
56,100,19,71,0,38,45,16,84,39,100,66,69,34,52,0,4
0,74,28,100,50,76,29,38,1,8,26,0,63,0,100,3,2
26,82,39,100,73,76,63,45,29,20,0,13,53,17,100,0,2
26,100,15,94,0,62,19,37,67,49,100,59,83,30,81,0,4
74,100,54,66,17,35,0,28,70,33,100,51,81,34,68,0,4
7,67,22,100,46,70,35,32,0,5,2,0,51,5,100,9,2
0,75,24,100,47,75,37,41,8,15,28,26,66,20,100,0,2
55,100,26,83,0,59,37,39,96,44,100,53,87,26,71,0,4
56,100,37,68,0,35,71,31,100,50,73,72,71,36,74,0,4
30,74,60,100,77,74,54,43,19,16,0,12,52,9,100,0,2
20,100,8,74,0,44,19,23,68,26,100,45,74,29,64,0,4
29,100,18,97,9,62,0,31,71,35,100,54,94,35,89,0,4
64,100,57,70,0,52,55,48,95,53,100,68,85,32,71,0,4
0,77,20,100,50,86,34,51,6,23,20,7,60,4,100,0,2
25,100,12,88,0,47,51,31,89,62,100,83,85,42,77,0,4
4,66,27,100,47,73,29,30,0,3,31,5,65,3,100,0,2
70,100,51,76,18,49,0,36,53,41,100,44,90,34,84,0,4
83,100,47,77,9,51,0,43,59,44,100,58,84,32,87,0,4
53,81,66,100,86,70,77,35,43,9,0,8,51,11,100,0,2
6,48,32,77,75,100,100,79,73,51,33,26,0,1,62,0,2
65,100,36,87,0,59,87,63,100,82,75,83,51,41,29,0,4
43,100,27,92,0,62,53,53,100,73,80,60,50,30,19,0,4
19,100,35,97,20,59,0,40,65,38,94,56,95,34,100,0,4
4,92,62,100,100,81,53,55,0,32,18,12,84,7,88,0,2
76,100,58,64,19,32,0,26,76,31,100,57,79,36,63,0,4
25,100,13,73,0,39,50,44,100,48,64,69,43,36,40,0,4
45,100,9,76,40,64,100,70,76,79,53,53,25,26,0,0,4
40,83,76,100,86,75,56,50,20,29,0,6,49,1,100,0,2
0,74,16,100,35,79,20,48,1,18,19,0,60,2,100,11,2
20,71,30,100,75,97,59,63,25,35,0,10,50,3,100,0,2
44,100,40,67,0,38,83,39,100,67,97,78,96,39,91,0,4
100,100,41,74,0,46,75,51,96,65,85,82,77,41,80,0,4
54,71,71,100,92,77,70,40,37,10,0,0,50,7,100,9,2
42,100,20,80,0,47,39,38,100,37,98,66,83,31,83,0,4
44,100,0,61,22,28,93,21,100,50,69,93,61,48,56,0,4
15,100,28,93,0,62,13,37,82,33,100,64,91,31,89,0,4
0,52,20,83,56,100,79,84,58,52,36,20,59,1,100,0,2
37,100,0,84,6,56,100,58,94,82,58,97,41,48,47,0,4
7,100,8,75,0,45,13,23,64,26,70,36,84,28,100,0,4
21,100,0,68,18,44,70,45,100,54,69,70,68,34,65,0,4
0,83,13,100,43,80,29,51,2,25,3,1,51,0,100,4,2
77,100,41,71,0,40,7,18,75,30,100,52,70,37,57,0,4
19,100,0,71,0,40,51,29,100,40,90,62,82,31,82,0,4
27,72,42,100,87,96,69,58,35,28,0,7,50,5,100,0,2
49,79,69,100,90,72,67,43,29,21,0,3,50,6,100,0,2
0,80,17,100,53,94,75,73,77,47,63,23,61,1,100,0,2
32,100,0,74,0,41,58,30,95,57,100,67,81,34,80,0,4
0,95,26,100,43,75,34,43,21,15,42,0,71,0,100,1,2
8,73,25,100,53,71,40,35,2,11,0,1,50,1,100,0,2
16,99,26,100,0,58,45,39,100,34,86,77,57,47,45,0,4
60,100,46,57,0,23,27,14,100,14,98,57,80,43,82,0,4
46,100,26,94,0,59,19,43,80,45,100,69,98,36,98,0,4
28,100,11,66,0,33,50,38,100,42,75,71,57,39,50,0,4
26,100,0,76,25,52,89,48,100,84,70,68,42,34,15,0,4
53,100,26,80,0,59,4,37,60,35,100,41,65,22,43,0,4
9,77,26,100,52,76,37,44,7,17,0,0,54,1,100,4,2
0,65,24,95,56,100,54,59,34,23,33,0,66,4,100,5,2
31,86,67,100,81,73,54,47,18,25,0,10,50,4,100,0,2
45,100,30,79,0,47,8,41,68,38,100,52,96,35,91,0,4
18,76,37,100,77,79,61,39,22,10,0,24,53,19,100,0,2
37,100,10,81,0,56,21,35,73,41,100,44,65,24,52,0,4
18,82,46,100,69,73,46,42,9,16,0,1,50,3,100,0,2
24,100,12,72,0,40,36,25,82,28,100,58,83,33,75,0,4
68,93,100,100,97,76,72,57,43,38,13,21,0,1,39,0,2
71,100,31,81,0,56,62,50,100,75,75,56,46,28,31,0,4
45,100,26,70,0,34,21,26,82,25,100,59,82,41,78,0,4
61,100,29,76,4,52,0,28,46,8,100,29,71,23,82,0,4
36,100,22,96,0,69,6,42,68,42,100,51,64,26,50,0,4
53,100,34,59,0,22,62,24,100,43,75,82,75,42,75,0,4
20,100,24,85,0,52,20,39,79,34,94,53,91,18,100,0,4
67,100,58,96,29,69,0,42,29,25,92,35,100,26,79,0,4
36,89,73,100,75,74,48,51,14,30,0,10,51,8,100,0,2
0,77,25,100,53,86,43,52,17,21,1,0,51,0,100,0,2
47,100,36,69,0,34,50,28,100,43,98,81,89,41,84,0,4
5,64,28,100,63,83,43,43,8,12,0,0,50,2,100,4,2
60,100,47,71,19,38,0,32,52,34,100,43,97,37,83,0,4
3,100,0,83,2,53,49,40,100,52,92,57,71,29,60,0,4
92,100,50,79,20,56,0,34,56,22,100,41,66,23,50,0,4
28,89,63,100,84,71,69,38,32,14,0,17,52,13,100,0,2
33,100,16,84,0,62,24,41,100,48,98,46,91,23,96,0,4
42,100,10,77,0,47,68,43,100,68,83,60,66,30,68,0,4
81,100,52,87,19,65,0,44,89,40,100,43,78,21,78,0,4
9,70,32,100,59,78,36,43,0,15,6,10,52,1,100,0,2
28,64,39,100,78,98,62,61,30,31,0,13,51,10,100,0,2
37,75,46,100,69,80,40,44,1,15,0,16,50,7,100,0,2
0,75,21,100,52,81,46,44,17,18,28,24,65,12,100,0,2
35,79,66,100,87,72,69,38,36,10,0,0,50,4,100,5,2
0,75,19,99,57,100,66,73,56,46,38,20,55,2,100,0,2
15,100,0,79,1,44,55,25,93,54,100,68,75,35,66,0,4
0,100,19,90,8,60,1,29,53,24,95,43,96,30,100,0,4
17,100,0,71,5,43,78,40,100,55,91,59,87,29,78,0,4
74,100,36,82,0,53,25,31,85,33,100,62,61,35,48,0,4
26,100,11,80,0,46,69,33,100,52,88,66,55,33,20,0,4
78,100,33,80,0,57,69,56,100,68,70,75,43,38,16,0,4
19,89,64,100,70,61,41,27,0,4,4,3,52,4,100,0,2
76,100,52,60,0,27,58,27,100,55,98,85,95,42,90,0,4
15,100,4,72,0,38,48,31,100,38,96,64,81,32,63,0,4
72,100,19,78,26,62,100,66,81,89,53,68,33,33,0,0,4
63,100,41,72,0,46,4,39,58,32,100,52,86,37,77,0,4
19,100,0,76,29,53,98,58,100,83,87,68,84,34,86,0,4
50,100,63,96,30,65,0,36,13,8,85,22,100,30,80,0,4
54,81,46,98,86,100,75,58,43,24,0,0,48,2,100,8,2
2,64,21,100,47,81,30,44,0,12,7,24,53,14,100,0,2
11,74,22,100,93,98,91,69,49,41,0,17,25,0,100,6,2
0,73,25,100,54,99,39,65,18,35,22,7,61,5,100,0,2
34,100,28,92,0,55,46,37,100,38,80,76,65,40,54,0,4
0,80,25,100,56,97,61,61,40,29,38,0,69,0,100,4,2
41,100,0,82,18,50,81,39,100,58,68,65,37,33,13,0,4
0,95,40,100,59,80,32,56,5,32,14,7,57,0,100,1,2
21,71,65,100,95,77,65,34,24,0,0,10,51,23,100,1,2
93,100,60,90,0,55,82,50,100,78,90,86,80,41,71,0,4
25,100,0,66,14,33,76,29,100,47,74,82,48,42,29,0,4
43,92,70,100,68,66,39,37,0,18,17,34,56,13,100,0,2
0,100,6,81,7,48,97,48,100,84,74,71,55,36,39,0,4
54,95,22,100,0,61,86,62,100,75,57,100,48,49,47,0,4
34,100,21,73,0,44,79,40,97,62,100,54,86,22,79,0,4
16,100,8,83,0,52,40,40,88,55,100,57,75,29,60,0,4
4,86,38,100,44,74,24,47,0,20,21,1,60,0,100,1,2
53,100,30,82,0,61,2,39,79,40,100,44,84,21,100,0,4
9,100,4,86,0,62,4,37,54,25,100,42,79,24,84,0,4
66,100,39,86,11,64,36,45,100,57,66,45,32,23,0,0,4
62,100,15,83,3,62,0,40,79,34,100,43,79,22,88,0,4
25,100,45,97,24,63,0,29,43,14,91,37,89,34,100,0,4
93,100,24,77,9,56,100,53,96,80,74,73,39,36,0,0,4
47,100,77,100,72,55,42,19,0,0,5,12,52,7,100,0,2
0,100,3,84,5,60,16,37,60,35,80,45,80,21,100,0,4
8,65,3,100,46,99,35,55,0,24,4,8,52,0,100,2,2
0,68,16,97,56,100,62,66,43,33,23,2,61,0,100,0,2
85,100,67,82,32,50,0,30,51,35,100,39,82,35,55,0,4
23,67,43,100,73,85,68,49,41,17,0,0,49,4,100,6,2
16,100,0,63,40,37,100,37,87,83,73,95,71,47,68,0,4
19,100,0,78,23,50,100,55,84,79,64,68,60,34,57,0,4
63,80,88,100,97,67,72,33,32,6,0,7,51,21,100,0,2
42,100,19,74,0,47,7,20,62,17,100,39,84,28,82,0,4
33,66,50,100,58,57,36,18,0,0,21,17,61,13,100,4,2
68,100,28,85,4,63,0,38,51,34,100,42,88,25,91,0,4
34,100,18,68,0,35,35,29,100,29,81,60,65,32,75,0,4
41,73,60,100,72,73,61,40,37,10,0,0,49,1,100,2,2
84,100,51,69,10,33,0,14,83,11,100,47,76,42,71,0,4
74,100,50,65,0,37,3,36,74,39,100,61,70,39,51,0,4
26,100,11,78,0,51,16,28,59,36,100,51,85,26,69,0,4
33,76,68,100,71,64,42,29,4,0,0,15,49,15,100,7,2
9,74,45,100,61,74,35,41,3,12,0,22,50,14,100,0,2
13,65,26,100,53,72,38,29,0,0,1,4,50,6,100,1,2
2,95,64,100,100,78,87,50,51,25,0,6,20,0,89,3,2
18,100,0,80,11,56,53,45,99,57,100,47,85,24,78,0,4
47,65,63,100,77,72,49,31,11,1,0,0,50,1,100,3,2
22,67,30,100,65,72,54,31,12,5,0,12,54,0,100,13,2
23,100,3,69,0,38,58,26,100,45,97,60,76,30,60,0,4
15,71,38,100,73,89,59,56,30,28,0,0,49,5,100,17,2
71,100,47,87,21,60,0,33,24,12,97,26,100,26,76,0,4
29,94,54,100,54,64,31,32,0,10,26,7,62,3,100,0,2
50,77,73,100,81,61,51,26,6,0,0,24,51,29,100,6,2
3,100,6,83,0,51,34,29,100,29,74,50,54,32,47,0,4
65,100,44,76,15,53,0,28,64,19,100,42,82,25,65,0,4
31,87,73,100,100,80,73,53,37,30,0,7,45,1,97,0,2
42,100,0,79,24,56,91,58,100,83,75,61,60,31,49,0,4
34,100,24,84,0,51,28,36,93,35,100,66,91,32,84,0,4
7,68,22,100,54,84,42,48,15,16,0,9,50,9,100,0,2
78,100,32,74,0,43,74,36,100,56,88,64,60,32,38,0,4
14,100,9,91,0,49,57,40,100,41,88,86,65,45,53,0,4
0,70,19,100,65,79,59,40,12,17,3,15,59,6,100,0,2
30,100,17,87,0,52,38,28,99,34,100,71,85,36,78,0,4
34,80,61,100,56,60,28,28,0,0,33,5,67,7,100,7,2
24,84,47,100,44,67,26,39,0,16,28,4,64,0,100,0,2
43,100,25,88,0,58,23,34,93,53,100,53,75,24,68,0,4
37,100,8,68,0,32,48,25,100,30,96,64,95,36,82,0,4
32,81,62,100,65,76,39,52,10,28,0,2,50,0,100,3,2
0,67,9,99,44,100,55,72,28,47,32,17,65,4,100,0,2
25,72,34,100,73,91,60,50,30,16,0,9,50,9,100,0,2
21,79,14,100,61,75,51,35,0,12,16,10,79,0,100,30,2
24,100,9,84,0,60,41,43,100,53,76,47,72,23,80,0,4
29,88,64,100,55,73,29,50,0,26,0,2,50,0,100,3,2
17,77,38,100,54,73,32,39,0,11,6,10,53,0,100,3,2
32,65,44,100,89,80,81,39,46,5,0,1,48,24,100,0,2
8,100,0,83,15,51,99,53,100,80,90,68,85,34,81,0,4
25,100,11,86,0,60,51,57,100,71,92,51,72,26,57,0,4
30,83,62,100,51,69,29,40,0,14,1,0,50,8,100,10,2
33,62,50,100,65,60,39,18,0,0,17,23,59,13,100,8,2
41,100,36,64,0,30,45,34,96,46,87,77,89,38,100,0,4
67,100,44,80,18,50,0,35,65,34,100,48,91,32,89,0,4
12,83,50,100,85,67,63,23,16,0,0,18,52,18,100,1,2
0,88,39,100,79,89,76,62,55,36,27,15,54,3,100,0,2
42,88,49,100,60,58,37,20,0,28,46,15,89,0,100,40,2
29,80,33,100,71,89,55,43,20,8,0,5,50,4,100,0,2
50,100,36,64,0,32,30,26,100,31,87,66,68,35,55,0,4
0,80,23,100,57,99,66,70,52,41,38,12,65,0,100,0,2
9,100,1,82,0,48,66,46,100,77,81,58,59,23,48,0,4
31,100,17,75,0,44,2,15,60,20,100,43,80,31,80,0,4
0,100,7,77,10,45,66,34,100,57,96,63,79,31,75,0,4
24,70,38,100,79,88,67,50,34,20,0,11,50,6,100,0,2
5,80,37,100,58,73,34,37,0,8,5,0,52,2,100,7,2
0,100,3,84,1,63,7,43,52,38,55,35,62,14,100,0,4
33,100,21,70,0,37,29,27,83,35,100,62,88,35,80,0,4
0,84,42,100,59,74,42,45,10,19,1,16,55,16,100,0,2
56,100,6,76,0,55,78,62,100,84,68,57,44,29,32,0,4
7,79,36,100,54,78,30,49,0,24,9,6,55,3,100,0,2
12,100,0,70,64,68,100,87,82,90,67,60,54,30,50,0,4
43,80,41,100,80,93,64,51,32,17,0,3,50,12,100,0,2
32,100,23,90,0,46,57,28,100,35,75,80,46,45,22,0,4
13,82,44,100,51,72,30,44,0,20,7,7,55,6,100,0,2
0,83,32,100,67,93,52,59,26,29,18,5,60,0,100,3,2
49,100,95,93,83,52,47,21,0,6,5,28,54,20,100,0,2
62,100,29,92,0,69,11,45,89,47,100,44,54,23,32,0,4
13,76,35,100,57,74,40,42,10,14,0,13,51,11,100,0,2
34,58,45,100,54,60,35,18,0,0,22,17,61,8,100,9,2
25,95,0,69,10,34,92,37,100,69,62,100,69,50,70,0,4
85,100,49,81,17,60,0,38,60,32,100,43,70,22,55,0,4
0,88,31,100,65,90,62,68,45,48,38,26,62,9,100,0,2
0,79,47,96,100,100,80,74,39,51,5,26,25,4,82,0,2
81,82,59,100,0,64,71,46,100,60,74,93,64,46,55,0,4
0,79,25,100,62,98,69,66,47,37,27,8,63,1,100,0,2
21,100,15,75,0,44,36,33,100,35,69,44,40,32,50,0,4
32,100,39,76,0,48,11,38,91,39,100,64,86,31,71,0,4
18,75,51,100,100,96,79,65,41,40,0,17,9,0,63,2,2
26,100,0,88,0,66,7,45,48,27,95,41,86,21,100,0,4
58,67,24,85,86,100,92,70,48,42,0,14,29,0,100,7,2
24,100,0,78,2,45,80,45,100,75,72,71,37,36,8,0,4
75,100,46,62,0,36,37,42,94,44,100,82,72,43,56,0,4
10,100,26,94,18,72,0,50,41,36,100,43,72,22,77,0,4
0,77,40,95,87,100,100,73,71,47,34,25,17,0,67,1,2
0,66,21,97,66,100,66,63,34,32,6,4,52,0,100,0,2
28,100,5,80,0,53,17,29,62,31,100,46,92,27,87,0,4
39,100,21,77,0,47,27,37,84,36,100,60,88,29,86,0,4
53,90,95,100,100,74,74,49,40,28,0,10,26,0,78,4,2
14,95,50,100,54,69,39,39,11,12,0,1,50,10,100,0,2
25,100,6,70,0,38,56,34,97,53,100,70,90,35,84,0,4
36,100,60,100,57,68,33,41,0,20,12,8,56,6,100,0,2
40,100,47,79,15,45,0,28,80,25,100,51,92,24,95,0,4
0,78,33,100,70,79,53,43,10,23,10,32,57,20,100,0,2
21,100,9,96,0,68,39,51,100,59,99,57,91,29,89,0,4
25,80,52,100,57,67,30,36,0,11,27,6,63,4,100,0,2
12,76,46,100,67,79,52,46,26,16,0,0,55,2,100,7,2
0,100,11,91,2,60,47,47,100,62,72,57,46,29,26,0,4
74,100,39,73,0,48,52,46,100,48,77,83,63,41,47,0,4
6,99,17,100,0,65,45,47,100,55,94,72,90,36,84,0,4
0,77,17,100,55,96,58,62,40,31,22,1,60,0,100,3,2
31,100,4,77,0,53,34,33,91,37,100,45,72,24,59,0,4
27,75,64,100,100,99,79,70,45,44,6,20,0,0,64,6,2
59,100,31,75,0,43,30,45,93,41,100,59,83,36,82,0,4
10,71,44,100,67,76,52,37,24,4,0,5,49,9,100,0,2
11,100,28,85,15,53,0,22,53,22,100,42,91,32,92,0,4
0,90,40,100,66,78,44,48,10,24,4,0,52,0,100,2,2
0,84,37,100,82,96,85,67,59,41,31,15,51,0,100,2,2
0,100,11,93,7,62,32,44,68,52,100,58,86,29,71,0,4
0,63,23,93,78,100,89,69,54,41,11,16,41,4,100,0,2
52,83,74,100,74,63,54,28,17,0,0,16,50,22,100,5,2
26,100,0,75,2,47,61,41,100,63,93,56,84,27,75,0,4
0,83,37,100,61,81,44,53,19,27,3,0,51,3,100,7,2
0,82,24,100,53,84,46,51,25,23,32,0,66,1,100,4,2
6,76,22,100,55,78,36,42,0,16,7,9,54,7,100,0,2
35,100,16,68,0,41,92,36,100,74,96,76,83,38,71,0,4
0,84,36,100,65,78,53,46,22,19,15,17,62,19,100,0,2
0,86,36,100,66,75,48,40,16,13,12,0,56,8,100,7,2
42,66,54,100,81,83,57,48,24,19,0,12,50,9,100,0,2
47,88,72,100,65,44,36,8,0,0,27,20,63,5,100,3,2
0,100,13,96,4,69,11,42,61,43,93,53,87,26,100,0,4
62,79,70,100,87,73,61,41,20,16,0,26,54,22,100,0,2
39,100,0,74,19,51,81,52,100,70,70,63,52,32,44,0,4
25,81,47,100,48,55,27,17,0,3,32,21,65,2,100,0,2
67,75,79,100,94,74,72,42,38,15,0,0,47,5,100,1,2
39,84,83,100,84,62,55,25,9,6,0,4,50,7,100,0,2
35,83,69,100,100,79,84,52,47,31,0,12,14,0,77,2,2
36,100,7,79,0,45,37,20,83,32,100,66,83,34,77,0,4
72,100,44,65,0,36,39,39,100,47,83,70,55,36,35,0,4
76,100,33,83,0,55,43,39,100,52,87,55,48,28,15,0,4
25,100,22,71,0,51,52,52,77,65,95,70,100,32,90,0,4
21,91,59,100,62,66,34,36,0,11,19,13,59,0,100,9,2
63,77,95,100,92,63,64,28,26,2,0,0,50,4,100,7,2
5,81,45,100,71,77,48,38,16,6,0,3,50,8,100,0,2
26,71,54,100,77,81,52,49,17,21,0,12,50,12,100,0,2
22,66,47,100,66,68,38,28,0,1,7,2,53,2,100,0,2
0,82,31,100,47,68,36,34,8,5,12,20,60,18,100,0,2
13,65,39,100,72,82,49,44,11,15,0,0,50,4,100,6,2
0,80,28,100,53,82,31,53,4,27,14,3,58,4,100,0,2
0,83,31,100,48,74,28,42,3,14,27,0,66,1,100,4,2
25,71,44,100,65,81,37,52,0,30,9,18,54,10,100,0,2
53,70,71,100,68,58,38,23,0,7,22,30,63,21,100,0,2
26,59,43,100,55,68,35,25,0,0,17,14,59,3,100,10,2
47,100,15,78,0,50,40,29,100,35,91,54,74,26,64,0,4
0,79,35,100,74,91,52,58,19,30,13,4,58,0,100,3,2
24,82,53,100,53,42,29,0,0,7,32,21,65,1,100,1,2
72,100,6,80,0,50,100,54,95,72,67,87,61,41,77,0,4
40,100,0,58,20,16,92,10,100,49,77,100,66,54,62,0,4
8,70,36,100,55,69,40,31,9,0,0,17,49,10,100,0,2
39,90,79,100,100,77,80,52,43,30,0,11,28,0,89,5,2
60,100,0,73,11,49,100,53,88,76,64,83,59,41,58,0,4
12,75,46,100,66,74,41,42,6,14,0,15,51,11,100,0,2
0,90,43,100,74,81,71,57,49,35,19,13,43,0,100,1,2
48,100,37,83,13,54,0,25,54,23,100,46,78,26,76,0,4
0,100,4,68,37,49,100,51,88,70,64,72,66,36,62,0,4
26,100,0,77,7,47,68,44,100,65,90,64,85,32,81,0,4
70,100,42,81,6,59,0,36,90,37,100,45,69,23,60,0,4
0,80,35,100,69,78,49,41,10,15,5,27,53,15,100,0,2
51,100,11,91,0,59,34,34,96,49,100,57,62,29,34,0,4
20,100,7,84,0,50,65,50,100,67,84,68,77,34,72,0,4
87,100,54,64,0,31,9,25,96,33,100,65,70,38,41,0,4
13,81,31,100,69,82,61,52,32,26,0,2,47,0,100,2,2
0,69,2,99,41,100,56,72,35,42,23,11,60,0,100,1,2
6,79,49,100,100,97,79,67,40,43,0,18,32,1,91,0,2
13,100,0,72,13,41,69,42,100,55,68,77,43,39,23,0,4
9,67,32,100,58,79,43,42,17,8,0,0,49,12,100,1,2
0,81,30,100,78,93,62,65,28,42,7,14,48,1,100,0,2
51,100,14,84,0,53,60,47,100,69,78,61,50,31,37,0,4
55,100,32,80,0,55,61,62,100,74,52,84,42,41,28,0,4
35,84,63,100,92,81,65,54,32,30,0,6,48,1,100,0,2
9,100,0,78,1,48,67,45,100,65,88,59,90,29,97,0,4
0,88,40,100,59,69,36,36,0,11,9,13,57,15,100,0,2
16,100,1,84,0,58,29,39,74,46,100,51,88,25,78,0,4
22,100,0,81,40,60,100,66,91,99,64,67,46,34,34,0,4
0,82,33,100,61,87,49,50,24,18,24,0,68,0,100,8,2
49,90,81,100,96,69,74,38,24,20,0,32,58,21,100,0,2
55,100,33,79,14,55,0,30,57,24,100,46,64,25,67,0,4
27,100,20,79,0,54,10,31,62,35,100,50,81,26,77,0,4
58,100,21,78,0,47,39,23,87,34,100,61,69,32,54,0,4
41,100,1,61,0,33,67,36,100,46,85,91,64,46,43,0,4
80,100,52,63,7,35,0,32,67,34,100,53,77,36,53,0,4
26,80,58,100,63,61,38,26,0,6,22,18,61,0,100,18,2
3,100,0,95,1,61,41,46,84,53,100,67,84,34,88,0,4
32,58,26,89,73,100,80,56,42,21,0,0,50,5,100,4,2
35,100,8,73,0,39,58,24,100,44,100,67,79,34,71,0,4
7,100,0,96,1,72,7,48,38,38,66,36,70,14,100,0,4
0,66,15,99,58,100,64,66,43,32,11,5,50,0,100,5,2
51,100,36,83,3,52,0,33,67,38,100,53,83,34,70,0,4
15,100,0,78,3,46,66,43,100,58,95,72,92,36,90,0,4
26,100,6,80,0,48,63,43,100,69,98,60,86,27,83,0,4
0,81,29,100,61,87,56,49,34,17,35,0,69,2,100,5,2
21,100,19,81,11,50,0,23,65,30,100,43,65,30,68,0,4
8,68,25,100,56,74,37,35,0,6,2,4,51,0,100,4,2
1,73,29,100,74,97,56,63,21,34,0,4,50,0,100,0,2
37,100,13,73,0,45,64,40,100,50,75,61,58,30,43,0,4
43,100,30,82,5,53,0,27,52,39,100,57,83,29,72,0,4
42,100,19,75,1,49,0,23,54,17,100,32,84,27,86,0,4
20,70,29,100,63,82,53,46,29,14,0,0,50,3,100,4,2
23,100,25,91,0,53,19,42,92,62,88,62,97,23,100,0,4
24,88,59,100,100,91,89,64,61,42,28,22,0,0,47,2,2
49,100,0,70,24,56,100,65,86,85,44,77,21,38,6,0,4
40,100,0,81,15,58,100,57,47,87,50,88,40,42,36,0,4
0,90,46,100,88,92,79,69,60,48,39,27,47,6,100,0,2
4,100,0,72,15,44,79,50,100,76,90,51,83,22,85,0,4
69,100,44,77,5,50,0,28,67,23,100,44,95,29,89,0,4
19,100,35,93,0,63,12,36,89,37,100,66,94,33,89,0,4
53,100,30,95,0,60,100,55,92,87,77,79,79,37,79,0,4
100,95,75,100,42,70,0,44,42,33,85,49,83,31,85,0,4
13,67,40,100,65,78,37,42,0,11,6,4,60,0,100,19,2
79,100,41,82,0,61,23,45,77,37,86,54,86,25,100,0,4
23,70,51,100,74,82,51,46,20,15,0,4,50,0,100,2,2
27,82,65,100,100,89,69,62,33,39,0,15,37,1,88,0,2
0,67,25,100,49,73,36,33,6,0,1,6,53,3,100,11,2
9,88,22,100,26,65,16,31,0,5,33,1,66,0,100,3,2
34,100,14,83,2,66,0,48,23,34,65,30,91,17,100,0,4
49,100,7,83,0,54,100,60,72,82,51,86,59,36,68,0,4
19,76,53,100,92,81,73,40,33,13,0,0,49,5,100,6,2
61,100,0,72,1,42,79,43,100,67,67,90,56,45,57,0,4
97,100,45,84,0,62,2,46,48,41,100,45,58,23,21,0,4
29,100,4,77,0,54,64,53,100,69,71,47,46,24,32,0,4
45,100,12,79,0,52,62,40,100,56,88,55,78,27,68,0,4
0,83,28,96,63,100,72,78,58,54,50,29,65,8,100,0,2
39,60,64,100,96,84,69,41,25,12,0,15,50,0,100,4,2
3,74,33,100,52,71,33,34,3,2,0,4,51,0,100,1,2
0,79,27,93,60,100,77,80,72,54,64,28,66,4,100,0,2
12,100,10,90,0,56,58,43,100,65,97,70,91,35,90,0,4
36,100,3,88,0,64,54,55,100,67,73,45,46,23,29,0,4
24,72,50,100,61,64,33,33,0,12,29,19,64,0,100,10,2
18,74,49,100,53,67,31,31,0,0,13,11,59,2,100,8,2
24,100,24,76,0,45,100,48,100,57,61,65,61,31,67,0,4
0,77,34,100,82,97,72,64,39,36,4,10,48,1,100,0,2
14,100,14,92,0,65,55,55,100,72,72,53,49,27,29,0,4
10,61,35,100,69,88,41,46,0,13,10,28,53,0,100,23,2
0,83,20,100,67,96,73,74,64,51,51,30,56,9,100,0,2
47,100,12,70,0,41,65,43,100,49,51,69,49,33,50,0,4
9,74,38,100,53,78,30,43,0,17,27,8,63,6,100,0,2
13,78,49,100,65,76,38,48,4,23,0,9,54,14,100,0,2
28,77,40,100,49,67,29,32,0,18,32,14,66,0,100,18,2
29,97,59,100,46,72,14,58,0,43,32,27,64,9,100,0,2
19,78,40,100,54,75,31,45,0,19,26,9,62,0,100,13,2
25,100,16,73,0,44,57,40,100,54,88,58,65,29,51,0,4
23,100,0,81,25,48,100,44,96,80,85,68,76,28,65,0,4
0,74,19,98,60,100,46,66,22,34,15,0,59,0,100,11,2
41,93,88,100,86,75,47,53,0,38,5,25,50,10,100,0,2
28,69,43,100,77,86,60,45,29,9,0,1,52,0,100,6,2
100,100,74,90,28,68,0,44,77,46,72,48,37,23,9,0,4
16,86,44,100,35,59,12,25,0,4,33,3,66,1,100,0,2
10,68,35,100,59,72,37,30,0,3,15,14,58,2,100,0,2
53,85,60,100,57,67,32,39,0,15,29,5,69,0,100,24,2
71,98,76,100,39,75,0,51,39,36,100,49,76,26,86,0,4
46,100,38,76,0,48,47,48,100,67,91,64,70,31,44,0,4
38,100,6,73,0,41,71,37,100,67,80,63,49,32,21,0,4
0,91,27,100,31,62,16,26,10,0,40,3,70,7,100,8,2
10,100,0,77,30,60,73,55,100,71,77,53,64,27,57,0,4
